Mouse.Entrez,MGI.ID,Description
171240,2159644,vomeronasal 1 receptor 74 [Source:MGI Symbol;Acc:MGI:2159644]
171241,2159645,vomeronasal 1 receptor 75 [Source:MGI Symbol;Acc:MGI:2159645]
171242,2159646,vomeronasal 1 receptor 78 [Source:MGI Symbol;Acc:MGI:2159646]
171243,2159647,vomeronasal 1 receptor 83 [Source:MGI Symbol;Acc:MGI:2159647]
171244,2159648,vomeronasal 1 receptor 81 [Source:MGI Symbol;Acc:MGI:2159648]
170771,2159649,KH domain containing RNA binding signal transduction associated 2 [Source:MGI Symbol;Acc:MGI:2159649]
171267,2159655,vomeronasal 1 receptor 84 [Source:MGI Symbol;Acc:MGI:2159655]
171268,2159656,vomeronasal 1 receptor 82 [Source:MGI Symbol;Acc:MGI:2159656]
171246,2159660,vomeronasal 1 receptor 200 [Source:MGI Symbol;Acc:MGI:2159660]
171247,2159662,vomeronasal 1 receptor 199 [Source:MGI Symbol;Acc:MGI:2159662]
171248,2159663,vomeronasal 1 receptor 214 [Source:MGI Symbol;Acc:MGI:2159663]
171249,2159664,vomeronasal 1 receptor 213 [Source:MGI Symbol;Acc:MGI:2159664]
171250,2159665,vomeronasal 1 receptor 206 [Source:MGI Symbol;Acc:MGI:2159665]
171251,2159667,vomeronasal 1 receptor 205 [Source:MGI Symbol;Acc:MGI:2159667]
171252,2159668,vomeronasal 1 receptor 208 [Source:MGI Symbol;Acc:MGI:2159668]
171269,2159673,vomeronasal 1 receptor 210 [Source:MGI Symbol;Acc:MGI:2159673]
171270,2159674,vomeronasal 1 receptor 203 [Source:MGI Symbol;Acc:MGI:2159674]
171271,2159675,vomeronasal 1 receptor 220 [Source:MGI Symbol;Acc:MGI:2159675]
171272,2159676,vomeronasal 1 receptor 219 [Source:MGI Symbol;Acc:MGI:2159676]
171273,2159677,vomeronasal 1 receptor 217 [Source:MGI Symbol;Acc:MGI:2159677]
171274,2159679,vomeronasal 1 receptor 222 [Source:MGI Symbol;Acc:MGI:2159679]
171283,2159680,hepatitis A virus cellular receptor 1 [Source:MGI Symbol;Acc:MGI:2159680]
171284,2159681,T cell immunoglobulin and mucin domain containing 2 [Source:MGI Symbol;Acc:MGI:2159681]
171285,2159682,hepatitis A virus cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2159682]
171275,2159683,vomeronasal 1 receptor 212 [Source:MGI Symbol;Acc:MGI:2159683]
171277,2159685,vomeronasal 1 receptor 211 [Source:MGI Symbol;Acc:MGI:2159685]
171278,2159686,vomeronasal 1 receptor 197 [Source:MGI Symbol;Acc:MGI:2159686]
171253,2159687,vomeronasal 1 receptor 215 [Source:MGI Symbol;Acc:MGI:2159687]
171254,2159689,vomeronasal 1 receptor 198 [Source:MGI Symbol;Acc:MGI:2159689]
171255,2159690,vomeronasal 1 receptor 201 [Source:MGI Symbol;Acc:MGI:2159690]
171256,2159691,vomeronasal 1 receptor 218 [Source:MGI Symbol;Acc:MGI:2159691]
171257,2159692,vomeronasal 1 receptor 195 [Source:MGI Symbol;Acc:MGI:2159692]
171258,2159693,vomeronasal 1 receptor 202 [Source:MGI Symbol;Acc:MGI:2159693]
171259,2159695,vomeronasal 1 receptor 193 [Source:MGI Symbol;Acc:MGI:2159695]
171279,2159696,vomeronasal 1 receptor 216 [Source:MGI Symbol;Acc:MGI:2159696]
171260,2159697,vomeronasal 1 receptor 89 [Source:MGI Symbol;Acc:MGI:2159697]
171261,2159698,vomeronasal 1 receptor 87 [Source:MGI Symbol;Acc:MGI:2159698]
171262,2159699,vomeronasal 1 receptor 70 [Source:MGI Symbol;Acc:MGI:2159699]
170822,2159711,ubiquitin specific peptidase 33 [Source:MGI Symbol;Acc:MGI:2159711]
171463,2159727,interleukin 17 receptor D [Source:MGI Symbol;Acc:MGI:2159727]
71371,2175912,AT rich interactive domain 5B (MRF1-like) [Source:MGI Symbol;Acc:MGI:2175912]
232174,2176159,cytochrome P450 family 26 subfamily b polypeptide 1 [Source:MGI Symbol;Acc:MGI:2176159]
171506,2176207,H1 histone family member O oocyte-specific [Source:MGI Symbol;Acc:MGI:2176207]
170935,2176213,glutamate receptor ionotropic delta 2 (Grid2) interacting protein 1 [Source:MGI Symbol;Acc:MGI:2176213]
170936,2176229,zinc finger protein 369 [Source:MGI Symbol;Acc:MGI:2176229]
171504,2176230,apolipoprotein B receptor [Source:MGI Symbol;Acc:MGI:2176230]
171530,2176375,urocortin 2 [Source:MGI Symbol;Acc:MGI:2176375]
171531,2176380,melanophilin [Source:MGI Symbol;Acc:MGI:2176380]
171543,2176433,BCL2 modifying factor [Source:MGI Symbol;Acc:MGI:2176433]
170740,2176561,zinc finger protein 287 [Source:MGI Symbol;Acc:MGI:2176561]
170729,2176606,scratch homolog 1 zinc finger protein (Drosophila) [Source:MGI Symbol;Acc:MGI:2176606]
191578,2176740,helicase POLQ-like [Source:MGI Symbol;Acc:MGI:2176740]
170743,2176882,toll-like receptor 7 [Source:MGI Symbol;Acc:MGI:2176882]
170744,2176887,toll-like receptor 8 [Source:MGI Symbol;Acc:MGI:2176887]
171486,2177151,CD99 antigen-like 2 [Source:MGI Symbol;Acc:MGI:2177151]
192119,2177178,dicer 1 ribonuclease type III [Source:MGI Symbol;Acc:MGI:2177178]
192120,2177191,B-box and SPRY domain containing [Source:MGI Symbol;Acc:MGI:2177191]
244416,2177268,protein phosphatase 1 regulatory (inhibitor) subunit 3B [Source:MGI Symbol;Acc:MGI:2177268]
170732,2177284,thyrotropin releasing hormone receptor 2 [Source:MGI Symbol;Acc:MGI:2177284]
170737,2177308,zinc and ring finger 1 [Source:MGI Symbol;Acc:MGI:2177308]
170752,2177469,beta-carotene oxygenase 2 [Source:MGI Symbol;Acc:MGI:2177469]
258469,2177473,olfactory receptor 90 [Source:MGI Symbol;Acc:MGI:2177473]
258470,2177474,olfactory receptor 91 [Source:MGI Symbol;Acc:MGI:2177474]
258448,2177475,olfactory receptor 92 [Source:MGI Symbol;Acc:MGI:2177475]
258051,2177476,olfactory receptor 93 [Source:MGI Symbol;Acc:MGI:2177476]
258219,2177477,olfactory receptor 94 [Source:MGI Symbol;Acc:MGI:2177477]
258506,2177478,olfactory receptor 95 [Source:MGI Symbol;Acc:MGI:2177478]
258507,2177479,olfactory receptor 96 [Source:MGI Symbol;Acc:MGI:2177479]
258505,2177480,olfactory receptor 97 [Source:MGI Symbol;Acc:MGI:2177480]
258503,2177481,olfactory receptor 98 [Source:MGI Symbol;Acc:MGI:2177481]
258508,2177482,olfactory receptor 99 [Source:MGI Symbol;Acc:MGI:2177482]
258831,2177484,olfactory receptor 101 [Source:MGI Symbol;Acc:MGI:2177484]
258218,2177485,olfactory receptor 102 [Source:MGI Symbol;Acc:MGI:2177485]
404307,2177485,olfactory receptor 102 [Source:MGI Symbol;Acc:MGI:2177485]
258830,2177486,olfactory receptor 103 [Source:MGI Symbol;Acc:MGI:2177486]
258504,2177490,olfactory receptor 107 [Source:MGI Symbol;Acc:MGI:2177490]
258457,2177491,olfactory receptor 108 [Source:MGI Symbol;Acc:MGI:2177491]
258832,2177492,olfactory receptor 109 [Source:MGI Symbol;Acc:MGI:2177492]
258325,2177493,olfactory receptor 110 [Source:MGI Symbol;Acc:MGI:2177493]
545205,2177494,olfactory receptor 111 [Source:MGI Symbol;Acc:MGI:2177494]
258096,2177495,olfactory receptor 112 [Source:MGI Symbol;Acc:MGI:2177495]
258286,2177496,olfactory receptor 113 [Source:MGI Symbol;Acc:MGI:2177496]
258284,2177497,olfactory receptor 114 [Source:MGI Symbol;Acc:MGI:2177497]
257908,2177498,olfactory receptor 115 [Source:MGI Symbol;Acc:MGI:2177498]
258625,2177499,olfactory receptor 116 [Source:MGI Symbol;Acc:MGI:2177499]
258263,2177500,olfactory receptor 117 [Source:MGI Symbol;Acc:MGI:2177500]
404308,2177501,olfactory receptor 118 [Source:MGI Symbol;Acc:MGI:2177501]
258095,2177502,olfactory receptor 119 [Source:MGI Symbol;Acc:MGI:2177502]
258624,2177503,olfactory receptor 120 [Source:MGI Symbol;Acc:MGI:2177503]
258622,2177504,olfactory receptor 121 [Source:MGI Symbol;Acc:MGI:2177504]
258285,2177505,olfactory receptor 122 [Source:MGI Symbol;Acc:MGI:2177505]
258623,2177506,olfactory receptor 123 [Source:MGI Symbol;Acc:MGI:2177506]
259064,2177507,olfactory receptor 124 [Source:MGI Symbol;Acc:MGI:2177507]
258287,2177508,olfactory receptor 125 [Source:MGI Symbol;Acc:MGI:2177508]
258892,2177509,olfactory receptor 126 [Source:MGI Symbol;Acc:MGI:2177509]
258374,2177510,olfactory receptor 127 [Source:MGI Symbol;Acc:MGI:2177510]
383243,2177511,olfactory receptor 128 [Source:MGI Symbol;Acc:MGI:2177511]
258324,2177512,olfactory receptor 129 [Source:MGI Symbol;Acc:MGI:2177512]
258480,2177513,olfactory receptor 130 [Source:MGI Symbol;Acc:MGI:2177513]
258867,2177514,olfactory receptor 131 [Source:MGI Symbol;Acc:MGI:2177514]
257889,2177515,olfactory receptor 132 [Source:MGI Symbol;Acc:MGI:2177515]
258828,2177516,olfactory receptor 133 [Source:MGI Symbol;Acc:MGI:2177516]
258829,2177517,olfactory receptor 134 [Source:MGI Symbol;Acc:MGI:2177517]
258329,2177518,olfactory receptor 135 [Source:MGI Symbol;Acc:MGI:2177518]
258803,2177519,olfactory receptor 136 [Source:MGI Symbol;Acc:MGI:2177519]
258481,2177520,olfactory receptor 137 [Source:MGI Symbol;Acc:MGI:2177520]
170648,2177521,olfactory receptor 138 [Source:MGI Symbol;Acc:MGI:2177521]
259005,2177522,olfactory receptor 139 [Source:MGI Symbol;Acc:MGI:2177522]
57272,2177523,olfactory receptor 140 [Source:MGI Symbol;Acc:MGI:2177523]
257913,2177524,olfactory receptor 141 [Source:MGI Symbol;Acc:MGI:2177524]
406186,2177525,olfactory receptor 142 [Source:MGI Symbol;Acc:MGI:2177525]
258802,2177526,olfactory receptor 143 [Source:MGI Symbol;Acc:MGI:2177526]
258310,2177528,olfactory receptor 145 [Source:MGI Symbol;Acc:MGI:2177528]
192216,2177570,transmembrane protein 47 [Source:MGI Symbol;Acc:MGI:2177570]
12879,2177632,cystin 1 [Source:MGI Symbol;Acc:MGI:2177632]
246154,2177651,vasorin [Source:MGI Symbol;Acc:MGI:2177651]
192232,2177742,Hermansky-Pudlak syndrome 4 homolog (human) [Source:MGI Symbol;Acc:MGI:2177742]
192236,2177763,Hermansky-Pudlak syndrome 1 homolog (human) [Source:MGI Symbol;Acc:MGI:2177763]
99681,2177944,trichohyalin [Source:MGI Symbol;Acc:MGI:2177944]
216157,2177957,transmembrane protein 259 [Source:MGI Symbol;Acc:MGI:2177957]
239556,2178051,calcium channel voltage-dependent alpha 1I subunit [Source:MGI Symbol;Acc:MGI:2178051]
192654,2178076,phospholipase A2 group XV [Source:MGI Symbol;Acc:MGI:2178076]
192662,2178103,Rho GDP dissociation inhibitor (GDI) alpha [Source:MGI Symbol;Acc:MGI:2178103]
100986,2178217,A kinase (PRKA) anchor protein (yotiao) 9 [Source:MGI Symbol;Acc:MGI:2178217]
232370,2178323,calsyntenin 3 [Source:MGI Symbol;Acc:MGI:2178323]
238803,2178429,zinc finger protein 366 [Source:MGI Symbol;Acc:MGI:2178429]
235036,2178445,peter pan homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2178445]
76952,2178563,5-nucleotidase cytosolic II [Source:MGI Symbol;Acc:MGI:2178563]
17828,2178598,biogenesis of lysosomal organelles complex-1 subunit 5 muted [Source:MGI Symbol;Acc:MGI:2178598]
192187,2178742,stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742]
192188,2178743,stabilin 2 [Source:MGI Symbol;Acc:MGI:2178743]
170728,2178759,reticulon 4 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2178759]
245944,2178798,vacuolar protein sorting 54 (yeast) [Source:MGI Symbol;Acc:MGI:2178798]
75477,2178800,profilin 3 [Source:MGI Symbol;Acc:MGI:2178800]
215280,2178801,WAS/WASL interacting protein family member 1 [Source:MGI Symbol;Acc:MGI:2178801]
233276,2178836,tubulin gamma complex associated protein 5 [Source:MGI Symbol;Acc:MGI:2178836]
243743,2179061,plexin A4 [Source:MGI Symbol;Acc:MGI:2179061]
246048,2179069,chondrolectin [Source:MGI Symbol;Acc:MGI:2179069]
246081,2179197,defensin beta 11 [Source:MGI Symbol;Acc:MGI:2179197]
246079,2179198,defensin beta 9 [Source:MGI Symbol;Acc:MGI:2179198]
246080,2179200,defensin beta 7 [Source:MGI Symbol;Acc:MGI:2179200]
246082,2179202,defensin beta 15 [Source:MGI Symbol;Acc:MGI:2179202]
246083,2179203,defensin beta 13 [Source:MGI Symbol;Acc:MGI:2179203]
246084,2179204,defensin beta 35 [Source:MGI Symbol;Acc:MGI:2179204]
246085,2179205,defensin beta 10 [Source:MGI Symbol;Acc:MGI:2179205]
246104,2179276,rhomboid veinlet-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2179276]
246103,2179277,ataxin 7 [Source:MGI Symbol;Acc:MGI:2179277]
246102,2179288,rotatin [Source:MGI Symbol;Acc:MGI:2179288]
170947,2179296,myozenin 3 [Source:MGI Symbol;Acc:MGI:2179296]
170719,2179326,oxidation resistance 1 [Source:MGI Symbol;Acc:MGI:2179326]
192156,2179327,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327]
192159,2179381,pre-mRNA processing factor 8 [Source:MGI Symbol;Acc:MGI:2179381]
241391,2179403,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2179403]
246293,2179430,kelch-like 8 [Source:MGI Symbol;Acc:MGI:2179430]
105689,2179432,MYC binding protein 2 [Source:MGI Symbol;Acc:MGI:2179432]
192167,2179435,neuroligin 1 [Source:MGI Symbol;Acc:MGI:2179435]
246179,2179507,fukutin [Source:MGI Symbol;Acc:MGI:2179507]
246256,2179523,Fc receptor IgG low affinity IV [Source:MGI Symbol;Acc:MGI:2179523]
225845,2179715,phospholipase A2 group XVI [Source:MGI Symbol;Acc:MGI:2179715]
170772,2179717,glucocorticoid induced transcript 1 [Source:MGI Symbol;Acc:MGI:2179717]
232790,2179720,osteoclast associated receptor [Source:MGI Symbol;Acc:MGI:2179720]
192678,2179722,Ras association (RalGDS/AF-6) domain family member 3 [Source:MGI Symbol;Acc:MGI:2179722]
192160,2179723,cancer susceptibility candidate 3 [Source:MGI Symbol;Acc:MGI:2179723]
246257,2179725,candidate tumor suppressor in ovarian cancer 2 [Source:MGI Symbol;Acc:MGI:2179725]
246228,2179729,von Willebrand factor A domain containing 1 [Source:MGI Symbol;Acc:MGI:2179729]
246221,2179733,mercaptopyruvate sulfurtransferase [Source:MGI Symbol;Acc:MGI:2179733]
246229,2179809,basic immunoglobulin-like variable motif containing [Source:MGI Symbol;Acc:MGI:2179809]
237360,2179942,a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif 14 [Source:MGI Symbol;Acc:MGI:2179942]
225865,2179947,cation channel sperm associated 1 [Source:MGI Symbol;Acc:MGI:2179947]
266815,2179988,MHC I like leukocyte 1 [Source:MGI Symbol;Acc:MGI:2179988]
243864,2179989,MHC I like leukocyte 2 [Source:MGI Symbol;Acc:MGI:2179989]
170745,2180001,X-prolyl aminopeptidase (aminopeptidase P) 2 membrane-bound [Source:MGI Symbol;Acc:MGI:2180001]
170750,2180003,X-prolyl aminopeptidase (aminopeptidase P) 1 soluble [Source:MGI Symbol;Acc:MGI:2180003]
246278,2180021,CD207 antigen [Source:MGI Symbol;Acc:MGI:2180021]
246277,2180098,cysteine sulfinic acid decarboxylase [Source:MGI Symbol;Acc:MGI:2180098]
242521,2180122,kelch-like 9 [Source:MGI Symbol;Acc:MGI:2180122]
192193,2180139,ER degradation enhancer mannosidase alpha-like 1 [Source:MGI Symbol;Acc:MGI:2180139]
326623,2180140,tumor necrosis factor (ligand) superfamily member 15 [Source:MGI Symbol;Acc:MGI:2180140]
246703,2180167,apolipoprotein A-I binding protein [Source:MGI Symbol;Acc:MGI:2180167]
246316,2180196,leucine-rich repeat LGI family member 2 [Source:MGI Symbol;Acc:MGI:2180196]
243914,2180197,leucine-rich repeat LGI family member 4 [Source:MGI Symbol;Acc:MGI:2180197]
192289,2180203,trimethyllysine hydroxylase epsilon [Source:MGI Symbol;Acc:MGI:2180203]
246317,2180216,neuropilin (NRP) and tolloid (TLL)-like 1 [Source:MGI Symbol;Acc:MGI:2180216]
246694,2180307,Hermansky-Pudlak syndrome 5 homolog (human) [Source:MGI Symbol;Acc:MGI:2180307]
317755,2180337,zygote arrest 1 [Source:MGI Symbol;Acc:MGI:2180337]
246691,2180370,prokineticin 1 [Source:MGI Symbol;Acc:MGI:2180370]
246696,2180509,solute carrier family 25 member 28 [Source:MGI Symbol;Acc:MGI:2180509]
218624,2180511,interleukin 31 receptor A [Source:MGI Symbol;Acc:MGI:2180511]
246710,2180557,Rho-related BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2180557]
230649,2180560,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:2180560]
246782,2180561,ATP synthase mitochondrial F1 complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:2180561]
70481,2180564,paraneoplastic antigen MA1 [Source:MGI Symbol;Acc:MGI:2180564]
245468,2180565,paraneoplastic antigen MA3 [Source:MGI Symbol;Acc:MGI:2180565]
385377,2180566,paraneoplastic antigen family 5 [Source:MGI Symbol;Acc:MGI:2180566]
246709,2180585,regulator of G-protein signaling 13 [Source:MGI Symbol;Acc:MGI:2180585]
170733,2180674,killer cell lectin-like receptor subfamily A member 17 [Source:MGI Symbol;Acc:MGI:2180674]
170742,2180697,SERTA domain containing 3 [Source:MGI Symbol;Acc:MGI:2180697]
170749,2180699,myotubularin related protein 4 [Source:MGI Symbol;Acc:MGI:2180699]
170753,2180715,zinc finger protein 704 [Source:MGI Symbol;Acc:MGI:2180715]
207911,2180756,melanin-concentrating hormone receptor 1 [Source:MGI Symbol;Acc:MGI:2180756]
170756,2180781,solute carrier family 8 (sodium/lithium/calcium exchanger) member B1 [Source:MGI Symbol;Acc:MGI:2180781]
170758,2180784,RAS-related C3 botulinum substrate 3 [Source:MGI Symbol;Acc:MGI:2180784]
170759,2180801,ATPase type 13A1 [Source:MGI Symbol;Acc:MGI:2180801]
231655,2180849,2-5 oligoadenylate synthetase-like 1 [Source:MGI Symbol;Acc:MGI:2180849]
246727,2180850,2-5 oligoadenylate synthetase 3 [Source:MGI Symbol;Acc:MGI:2180850]
246728,2180852,2-5 oligoadenylate synthetase 2 [Source:MGI Symbol;Acc:MGI:2180852]
246729,2180853,2-5 oligoadenylate synthetase 1H [Source:MGI Symbol;Acc:MGI:2180853]
170767,2180854,regulatory factor X-associated protein [Source:MGI Symbol;Acc:MGI:2180854]
243262,2180855,2-5 oligoadenylate synthetase 1F [Source:MGI Symbol;Acc:MGI:2180855]
231699,2180856,2-5 oligoadenylate synthetase 1E [Source:MGI Symbol;Acc:MGI:2180856]
246730,2180860,2-5 oligoadenylate synthetase 1A [Source:MGI Symbol;Acc:MGI:2180860]
213527,2180917,parathyroid hormone 2 receptor [Source:MGI Symbol;Acc:MGI:2180917]
246738,2181053,DnaJ (Hsp40) homolog subfamily C member 28 [Source:MGI Symbol;Acc:MGI:2181053]
66720,2181067,kelch-like 10 [Source:MGI Symbol;Acc:MGI:2181067]
75753,2181068,Kruppel-like factor 17 [Source:MGI Symbol;Acc:MGI:2181068]
170760,2181074,acyl-Coenzyme A binding domain containing 3 [Source:MGI Symbol;Acc:MGI:2181074]
22652,2181178,makorin ring finger protein 3 [Source:MGI Symbol;Acc:MGI:2181178]
170762,2181182,nucleoporin 155 [Source:MGI Symbol;Acc:MGI:2181182]
170765,2181192,ripply3 homolog (zebrafish) [Source:MGI Symbol;Acc:MGI:2181192]
72121,2181193,DENN/MADD domain containing 2D [Source:MGI Symbol;Acc:MGI:2181193]
170768,2181202,6-phosphofructo-2-kinase/fructose-26-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]
246313,2181363,prokineticin receptor 2 [Source:MGI Symbol;Acc:MGI:2181363]
170725,2181366,calpain 8 [Source:MGI Symbol;Acc:MGI:2181366]
246788,2181407,transient receptor potential cation channel subfamily V member 3 [Source:MGI Symbol;Acc:MGI:2181407]
246787,2181411,solute carrier family 5 (sodium/glucose cotransporter) member 2 [Source:MGI Symbol;Acc:MGI:2181411]
241915,2181434,polyhomeotic-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2181434]
171382,2181435,transient receptor potential cation channel subfamily M member 8 [Source:MGI Symbol;Acc:MGI:2181435]
243897,2181461,gametogenetin [Source:MGI Symbol;Acc:MGI:2181461]
239435,2181621,alanine and arginine rich domain containing protein [Source:MGI Symbol;Acc:MGI:2181621]
446101,2181647,X-ray radiation resistance associated 1 [Source:MGI Symbol;Acc:MGI:2181647]
252838,2181659,thymocyte selection-associated high mobility group box [Source:MGI Symbol;Acc:MGI:2181659]
170833,2181664,hook homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2181664]
170770,2181667,BCL2 binding component 3 [Source:MGI Symbol;Acc:MGI:2181667]
227102,2181669,ORM1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2181669]
252837,2181676,atypical chemokine receptor 4 [Source:MGI Symbol;Acc:MGI:2181676]
209590,2181693,interleukin 23 receptor [Source:MGI Symbol;Acc:MGI:2181693]
244701,2181726,melatonin receptor 1B [Source:MGI Symbol;Acc:MGI:2181726]
241589,2181743,RIKEN cDNA D430041D05 gene [Source:MGI Symbol;Acc:MGI:2181743]
170939,2181750,keratin associated protein 19-9B [Source:MGI Symbol;Acc:MGI:2181750]
20170,2181763,Hermansky-Pudlak syndrome 6 [Source:MGI Symbol;Acc:MGI:2181763]
171168,2181962,alkaline ceramidase 1 [Source:MGI Symbol;Acc:MGI:2181962]
229927,2181989,chloride channel calcium activated 3B [Source:MGI Symbol;Acc:MGI:2181989]
252866,2181992,a disintegrin and metallopeptidase domain 34 [Source:MGI Symbol;Acc:MGI:2181992]
384814,2181992,a disintegrin and metallopeptidase domain 34 [Source:MGI Symbol;Acc:MGI:2181992]
252876,2182036,gypsy retrotransposon integrase 1 [Source:MGI Symbol;Acc:MGI:2182036]
252870,2182061,ubiquitin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:2182061]
252875,2182066,missing oocyte meiosis regulator homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2182066]
192194,2182073,butyrophilin-like 10 [Source:MGI Symbol;Acc:MGI:2182073]
252868,2182079,outer dense fiber of sperm tails 4 [Source:MGI Symbol;Acc:MGI:2182079]
192198,2182081,leucine rich repeat containing 4 [Source:MGI Symbol;Acc:MGI:2182081]
